ID;Название;Регион;Город;Адрес;Индекс;Телефон;Мобильный телефон;Email;Сайт;Рубрика;Подрубрика;Время работы;Способы оплаты;whatsapp;viber;telegram;vkontakte;odnoklassniki;youtube;Факс;rutube;yandex zen;Кол-во оценок;Рейтинг;Кол-во отзывов;Широта;Долгота;Тип заведения;site_ok;site_final_url;site_cms;site_platform;site_has_own_delivery;site_delivery_signals;site_developer;site_emails;site_whatsapp;site_telegram;vk_ok;vk_members;vk_last_post_days;vk_has_delivery;vk_email;vk_phone;app_ios_found;app_ios_name;app_ios_url;app_ios_developer;app_ios_platform;app_ios_rating;app_ios_reviews;app_ios_updated;app_ios_bundle_id;app_android_found;app_android_name;app_android_id;app_android_url;app_android_developer;app_android_platform;app_android_rating;app_android_reviews;lead_score;lead_segment;lead_label;lead_priority;lead_contact_quality;enriched_at
201418012278;Rossiya Airlines Cafe & Bar;Москва и Московская область;Москва и Московская область;Московская область, городской округ Химки, Международное шоссе, 1В;;+7 (495) 150-95-05;+7 (985) 465-07-02;;https://hiex-svo.ru/express-cafe-and-bar;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Бары, пабы, Кафе;ежедневно, круглосуточно;наличными, оплата картой, QR-код, СБП, оплата кредитной картой;79854650702;;;;;;;;;220;4.8;59;55.960245;37.413012;Отдых и туризм/Общественное питание/Бар паб;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"whatsapp; mobile";2026-04-13 07:37
23899152205;Копенгаген;Москва и Московская область;Москва и Московская область;ул. Полковника Романова, 7, корп. 1, ЖК Датский Квартал, посёлок Нагорное;;;+7 (926) 724-12-38;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Бары, пабы, Кафе, Кофейни;вт-вс 11:00–23:00;QR-код, бесконтактная оплата, безналичная, оплата картой, электронными деньгами, оплата кредитной картой, наличными, онлайн, СБП;;;https://t.me/KopengagenPubBot;;;;;;;205;5.0;136;55.902389;37.642391;Отдых и туризм/Общественное питание/Бар паб;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; mobile";2026-04-13 07:37
116024248687;И Пиво;Москва и Московская область;Москва и Московская область;ул. Андреевка, вл26, Зеленоград;;;+7 (977) 609-27-33;;;Отдых и туризм / Общественное питание, Товары для дома и дачи / Напитки, табак;Бары, пабы, Магазины пива;"""пн-чт 14:00–00:00";пт 14:00–02:00;сб 12:00–02:00;"вс 12:00–22:00""";наличными, оплата картой, QR-код;;;https://t.me/iPIVOtg;;;;;;;31;4.7;15;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
95340956292;Pivaldi;Москва и Московская область;Москва и Московская область;д. Юрлово, 1А;;+7 (495) 477-47-00;;;http://pivaldi.ru/;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание, Производство и поставки / Пищевая промышленность;Бары, пабы, Кафе, Пивзаводы, Рестораны;"""пн-чт 11:00–01:00";пт,сб 11:00–02:00;"вс 11:00–01:00""";наличными, оплата картой, безналичная, QR-код, СБП;;;https://t.me/pivaldiru;https://vk.com/pivaldi;;https://www.youtube.com/@OOOPIVALDI?si=Yrpoh4r-D7EadI_W;;;;45503;5.0;18575;55.905574;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;whatsapp;2026-04-13 07:37
17048938599;Бавария;Москва и Московская область;Москва и Московская область;Авторемонтная ул., с2, д. Елино;;;+7 (966) 065-75-57;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Бары, пабы, Кафе;ежедневно, 10:00–22:00;;;;;;;;;;;126;4.4;32;55.980953;37.266611;Отдых и туризм/Общественное питание/Бар паб;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:37
215479386550;Пятёрочка;Москва и Московская область;Москва и Московская область;Новинское ш., 12, рабочий посёлок Монино;141171;8 (800) 555-55-05;;;https://5ka.ru/?utm_campaign=kartochka&utm_medium=cpm&utm_source=ya_geo;Отдых и туризм / Общественное питание, Товары для дома и дачи / Продукты питания, Товары для дома и дачи / Универсальные магазины;Быстрое питание, Магазины продуктов, Супермаркеты;ежедневно, 08:00–23:00;скидки на услуги льготным категориям, дисконтная система скидок, наличными, оплата картой;79865555505;;https://t.me/ks5_bot, https://t.me/tspyaterochka;https://vk.com/club19098821, https://vk.com/pyaterochka_shop;https://ok.ru/pyaterochka;https://www.youtube.com/channel/UC42Djx5cN5-A9b15lDGgVPw;;;;783;4.6;210;55.8474;38.200656;Отдых и туризм/Общественное питание/Быстрое питание;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp";2026-04-13 07:37
2856830787;МСК;Москва и Московская область;Москва и Московская область;Весенняя ул., с25, территория Новое Аристово, д. Юрлово;;;+7 (965) 230-13-81;;http://burger-mck.tilda.ws/;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Быстрое питание, Кафе;ежедневно, 13:00–23:00;наличными, оплата картой, банковским переводом, онлайн;79099057575;;;;;;;;;352;5.0;190;55.893498;37.286897;Отдых и туризм/Общественное питание/Быстрое питание;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"whatsapp; mobile";2026-04-13 07:37
2907899406;Пятёрочка;Москва и Московская область;Москва и Московская область;Производственная ул., 2А, село Лысцево;;8 (800) 555-55-05;;;https://5ka.ru/?utm_campaign=kartochka&utm_medium=cpm&utm_source=ya_geo;Отдых и туризм / Общественное питание, Товары для дома и дачи / Продукты питания, Товары для дома и дачи / Универсальные магазины;Быстрое питание, Магазины продуктов, Супермаркеты;ежедневно, 08:00–23:00;скидки на услуги льготным категориям, дисконтная система скидок, наличными, оплата картой;79865555505;;https://t.me/ks5_bot, https://t.me/tspyaterochka;https://vk.com/club19098821, https://vk.com/pyaterochka_shop;https://ok.ru/pyaterochka;https://www.youtube.com/channel/UC42Djx5cN5-A9b15lDGgVPw;;;;594;4.7;163;55.104973;38.666976;Отдых и туризм/Общественное питание/Быстрое питание;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp";2026-04-13 07:37
190181532836;Пятёрочка;Москва и Московская область;Москва и Московская область;ул. Энергетиков, 3, дачный посёлок Лесной Городок;143080;8 (800) 555-55-05;;;https://5ka.ru/, https://5ka.ru/?utm_campaign=kartochka&utm_medium=cpm&utm_source=ya_geo;Отдых и туризм / Общественное питание, Товары для дома и дачи / Продукты питания, Товары для дома и дачи / Универсальные магазины;Быстрое питание, Магазины продуктов, Супермаркеты;ежедневно, 08:30–23:00;скидки на услуги льготным категориям, дисконтная система скидок, наличными, оплата картой;79865555505;;https://t.me/ks5_bot, https://t.me/tspyaterochka;https://vk.com/club19098821, https://vk.com/pyaterochka_shop;https://ok.ru/pyaterochka;https://www.youtube.com/channel/UC42Djx5cN5-A9b15lDGgVPw;;;;1763;4.5;415;55.638009;37.222763;Отдых и туризм/Общественное питание/Быстрое питание;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp";2026-04-13 07:37
114868974583;Rostic's;Москва и Московская область;Москва и Московская область;Московская область, Одинцовский городской округ, М-1 Беларусь, 35-й километр, 2;;+7 (495) 981-27-94, 8 (800) 707-79-62;;;;Отдых и туризм / Общественное питание;Быстрое питание;ежедневно, 07:00–00:00;;;;https://t.me/ROSTICSru;https://vk.com/rostics_official;;;;;;1972;4.5;649;55.622642;37.13884;Отдых и туризм/Общественное питание/Быстрое питание;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;telegram;2026-04-13 07:37
132602534020;Istanbul Lounge;Москва и Московская область;Москва и Московская область;;143430;;;;;Отдых и туризм / Общественное питание;Кальян-бары;ежедневно, 16:00–04:00;;;;;;;;;;;0;0.0;1;55.849458;37.169627;Отдых и туризм/Общественное питание/Кальян-бар;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;;2026-04-13 07:37
155261344718;Smoke Bar;Москва и Московская область;Москва и Московская область;Дальняя ул., 100А, д. Малышево;;;+7 (968) 609-12-89;;;Отдых и туризм / Общественное питание;Кальян-бары;"""пн-чт 15:00–02:00";"пт-вс 16:00–05:00""";;;;;;;;;;;10;3.9;2;55.388727;38.200311;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:37
161218414316;Colizeum;Москва и Московская область;Москва и Московская область;Невская ул., 704, д. Борзые;143581;;+7 (995) 787-67-11;;https://colizeumarena.com/;Отдых и туризм / Общественное питание, Отдых и туризм / Развлечения, Спорт / Спортивные клубы и базы;Кальян-бары, Киберспорт, Компьютерные клубы;ежедневно, круглосуточно;QR-код, СБП, онлайн, наличными, оплата картой;79957876711;;https://t.me/colizeumnewriga;https://vk.com/colizeum_novaya_riga;;https://www.youtube.com/@COLIZEUM;;;;96;5.0;86;55.812464;37.041878;Отдых и туризм/Общественное питание/Кальян-бар;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
121390518032;Ахтамар;Москва и Московская область;Москва и Московская область;Амбулаторная ул., 64, рабочий посёлок Новоивановское;;+7 (495) 580-47-00;+7 (915) 136-77-77;info@akhtamar-res.ru;http://akhtamar-res.ru/;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание, Услуги / Организация праздников;Банкетные залы, Кальян-бары, Рестораны;ежедневно, 11:00–00:00;;79151367777, 79663643877;;https://t.me/+79663643877;;;;;;;1126;4.9;268;55.714285;37.373871;Отдых и туризм/Общественное питание/Кальян-бар;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"email; telegram; whatsapp; mobile";2026-04-13 07:37
129295994348;Релакс;Москва и Московская область;Москва и Московская область;д. Подрезово, 1А;;;;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание, Отдых и туризм / Развлечения;Кальян-бары, Караоке-клубы, Кафе;ежедневно, 10:00–02:00;;;;;;;;;;;17;2.0;5;55.972951;37.715204;Отдых и туризм/Общественное питание/Кальян-бар;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;;2026-04-13 07:37
53117784803;Cupslocker;Москва и Московская область;Москва и Московская область;Лесная ул., 15А, п. г. т. Правдинский;141261;;+7 (930) 840-00-96;;https://cupslocker.ru/?utm_source=yandexmap;Отдых и туризм / Общественное питание, Услуги / Доставка еды и напитков;Кофе с собой, Кофейные автоматы;ежедневно, 08:00–23:00;дисконтная система скидок, наличными, оплата картой, безналичная, оплата кредитной картой, бесконтактная оплата;79250320895;;https://t.me/coffeecupslocker;https://vk.com/cupslocker5vst;;;;;;0;0.0;0;56.071961;37.863277;Отдых и туризм/Общественное питание/Кофе с собой;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
144067413411;Hodl Coffee;Москва и Московская область;Москва и Московская область;Пригородное ш., 6, п. г. т. Мисайлово;;;+7 (993) 290-90-30;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кафе, Кофе с собой, Кофейни;ежедневно, 08:00–22:00;скидки на услуги льготным категориям, дисконтная система скидок, предоплата, наличными, оплата картой, электронными деньгами, банковским переводом, безналичная, онлайн, QR-код, СБП, оплата кредитной картой, бесконтактная оплата;79932909030;;https://t.me/Hodlcoffee;;;;;;;221;5.0;144;55.557651;37.80457;Отдых и туризм/Общественное питание/Кофе с собой;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
144328735164;Мельница;Москва и Московская область;Москва и Московская область;ул. Яковлева, 17, п. г. т. Обухово;142440;+7 (499) 505-50-51;;;https://melnica-group.ru/, https://шеф-суши.рфмельница-пицца.рфбургер-дичь.рф/;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Быстрое питание, Кафе, Кофе с собой, Пиццерии, Суши-бары;ежедневно, 10:00–23:00;предоплата, наличными, оплата картой, безналичная;;;;https://vk.com/melnica__group;;;;;;348;4.8;181;55.836091;38.285681;Отдых и туризм/Общественное питание/Кофе с собой;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;;2026-04-13 07:37
56616799054;Перекрёсток;Москва и Московская область;Москва и Московская область;ул. Ленина, 73, село Павловская Слобода;;8 (800) 200-95-55;;;https://www.perekrestok.ru/?utm_campaign=geoperf&utm_content=main_url&utm_medium=fix&utm_source=yandex_maps&utm_term=;Отдых и туризм / Общественное питание, Товары для дома и дачи / Продукты питания, Товары для дома и дачи / Универсальные магазины;Кофе с собой, Магазины продуктов, Супермаркеты;ежедневно, круглосуточно;;;;https://t.me/+rHsiEm_QR3EwNTky;https://vk.com/perekrestok_shop;;;;;;2836;4.7;822;55.814452;37.071765;Отдых и туризм/Общественное питание/Кофе с собой;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;telegram;2026-04-13 07:37
237027872384;Мяс&ко;Москва и Московская область;Москва и Московская область;Рублёво-Успенское ш., 98, посёлок Горки-10;;;+7 (901) 188-92-50, +7 (964) 595-15-21, +7 (996) 360-97-16;;;Отдых и туризм / Общественное питание, Товары для дома и дачи / Продукты питания;Кофе с собой, Магазины сыров, Мясные магазины;пн-сб 09:00–20:00;наличными, оплата картой, банковским переводом, QR-код;79645951521;;https://t.me/myaskog10;https://vk.com/public215934789;;;;;;24;4.4;11;55.70687;37.036085;Отдых и туризм/Общественное питание/Кофе с собой;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
57578199119;Некрасовка;Санкт-Петербург и Ленинградская область;Санкт-Петербург;ул. Некрасова, 36, Центральный район, Санкт-Петербург;;;+7 (921) 885-08-16;;;Отдых и туризм / Общественное питание;Бары, пабы;ежедневно, 18:00–06:00;наличными, оплата картой, электронными деньгами, безналичная, онлайн, QR-код, СБП, бесконтактная оплата;;;http://t.me/nekrasneorumochnaya, https://t.me/nekrasovka_bar;;;;;;;258;5.0;209;59.938877;30.359411;Отдых и туризм/Общественное питание/Рюмочная;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; mobile";2026-04-13 07:37
96913437057;Мама Тата;Санкт-Петербург и Ленинградская область;Санкт-Петербург;Большой просп. Петроградской стороны, 56, Санкт-Петербург;;+7 (812) 250-27-50;;;https://mama-tata.ru/;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Бары, пабы, Рестораны;ежедневно, 12:00–00:00;оплата кредитной картой, СБП, онлайн, оплата картой, QR-код, наличными;;;https://t.me/mamatataspb;https://vk.com/mamatataspb;;;;;;211;5.0;216;59.960631;30.303301;Отдых и туризм/Общественное питание/Рюмочная;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;telegram;2026-04-13 07:37
1147586106;ToNYc;Санкт-Петербург и Ленинградская область;Санкт-Петербург;Малая Морская ул., 14, Санкт-Петербург;190000;+7 (812) 961-80-04;+7 (921) 961-80-04;;http://tonycbar.ru/;Отдых и туризм / Азартные игры, Отдых и туризм / Общественное питание;Бары, пабы, Спортбары;"""пн 12:00–01:00";вт-пт 12:00–02:00;сб 13:00–02:00;"вс 13:00–01:00""";наличными, оплата картой, QR-код;79219618004;;https://t.me/+79219618004;https://vk.com/club104727691, https://vk.com/tonycbar;;;;;;766;4.7;398;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
11953947910;Хорошо пошла;Санкт-Петербург и Ленинградская область;Санкт-Петербург;Комендантский просп., 65, Санкт-Петербург;;;+7 (911) 730-18-12;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Бары, пабы, Рестораны;"""пн-чт 17:00–00:00";пт 17:00–03:00;сб 15:00–03:00;"вс 17:00–00:00""";QR-код, СБП, наличными, оплата картой;;;;;;;;;;12;4.6;9;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
36686232487;Рюмочная терапия;Санкт-Петербург и Ленинградская область;Санкт-Петербург;Лиговский просп., 50, корп. 17, Санкт-Петербург;191040;;;;;Отдых и туризм / Общественное питание;Бары, пабы;ежедневно, 18:00–06:00;;;;https://t.me/therapy_spbb;;;;;;;4;4.2;3;59.924064;30.361529;Отдых и туризм/Общественное питание/Рюмочная;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;telegram;2026-04-13 07:37
58654093811;Travels;Москва и Московская область;Москва и Московская область;ул. Верхняя Слобода, 150, село Остров;;;+7 (916) 814-27-61;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кафе, Кофейни, Столовые;ежедневно, 07:00–20:00;банковским переводом, оплата картой, QR-код, наличными;;;https://t.me/kofe_travels;;;;;;;14;4.2;4;55.58278;37.845513;Отдых и туризм/Общественное питание/Столовая;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; mobile";2026-04-13 07:37
34056704303;Трактир;Москва и Московская область;Москва и Московская область;Московская область, городской округ Шатура, деревня Бордуки;;;;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кафе, Столовые;пн-сб 10:00–16:00;наличными, оплата картой, QR-код, СБП;89652827260;https://viber.click/89652827260;;https://vk.com/club164956120;https://ok.ru/89652827260;;;;;135;4.5;54;55.59915;39.704429;Отдых и туризм/Общественное питание/Столовая;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;whatsapp;2026-04-13 07:37
28317071111;Европа;Москва и Московская область;Москва и Московская область;Промышленная ул., с1к4, село Чашниково;;+7 (495) 799-90-74;;cafe@cafe-europa.ru;http://cafe-europa.ru/;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кафе, Кофе с собой, Столовые;пн-пт 08:00–17:00;предоплата, наличными, оплата картой, безналичная;;;;https://vk.com/cafe_europa_lobnya;;;;;;89;4.2;21;55.990914;37.412484;Отдых и туризм/Общественное питание/Столовая;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;email;2026-04-13 07:37
138820596093;Столовая;Москва и Московская область;Москва и Московская область;Московская область, Раменский городской округ, село Никитское;;;;;;Отдых и туризм / Общественное питание;Столовые;;;;;;;;;;;;45;4.1;17;55.29563;38.4732;Отдых и туризм/Общественное питание/Столовая;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;;2026-04-13 07:37
139455537490;Столовая СССР;Москва и Московская область;Москва и Московская область;Московская область, муниципальный округ Чехов, М-2 Крым, 83-й километр, 2;;;+7 (968) 688-19-34;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кафе, Столовые;ежедневно, 08:00–20:00;наличными, безналичная;79686881934;;;;;;;;;2321;4.4;935;55.080215;37.578504;Отдых и туризм/Общественное питание/Столовая;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"whatsapp; mobile";2026-04-13 07:37
14362500608;Золотой тандыр;Москва и Московская область;Москва и Московская область;МКАД, 53-й километр, вл110, Москва;;;+7 (901) 859-01-08;;;Отдых и туризм / Общественное питание;Кафе;ежедневно, 09:00–22:00;;;;;;;;;;;0;0.0;1;55.707427;37.385052;Отдых и туризм/Общественное питание/Фудкорт;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:37
150775530950;Вафлик;Москва и Московская область;Москва;ул. Крымский Вал, 9, стр. 33К, Москва;119049;;+7 (920) 763-99-63;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание, Товары для дома и дачи / Продукты питания;Кафе, Мороженое;ежедневно, 11:00–23:00;;;;;;;;;;;3;4.1;2;55.721549;37.59038;Отдых и туризм/Общественное питание/Фудкорт;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:37
89718486010;Донер24 Халяль;Москва и Московская область;Москва;Алтуфьевское ш., 95, Москва;;;+7 (999) 960-52-61;;;Отдых и туризм / Общественное питание;Быстрое питание, Кафе;ежедневно, круглосуточно;;;;;;;;;;;222;4.3;92;55.902005;37.58593;Отдых и туризм/Общественное питание/Фудкорт;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:37
29101672692;Фудкорт;Москва и Московская область;Москва;Москва, улица Гарибальди;;;;;;Отдых и туризм / Общественное питание;Кафе;;;;;;;;;;;;20;3.9;3;55.66932;37.555059;Отдых и туризм/Общественное питание/Фудкорт;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;;2026-04-13 07:37
68556610469;Фудкорт;Москва и Московская область;Москва;ул. Большая Дмитровка, 15, Москва;125009;;;;;Отдых и туризм / Общественное питание;Кафе;;;;;;;;;;;;9;3.2;1;55.762442;37.61152;Отдых и туризм/Общественное питание/Фудкорт;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;;2026-04-13 07:37
231008626594;Домашняя еда & Рыба;Москва и Московская область;Москва и Московская область;посёлок Октябрьской Фабрики, 25;;;+7 (985) 694-77-35;;;Отдых и туризм / Общественное питание;Фудмоллы, гастромаркеты;вт-вс 10:00–21:00;;;;;;;;;;;38;4.8;33;55.854928;36.930035;Отдых и туризм/Общественное питание/Фудмолл гастромаркет;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:37
18915968402;Ассортида;Москва и Московская область;Москва и Московская область;Рельсовая ул., 3А, п. г. т. Малаховка;140032;+7 (495) 989-49-98;;info@assortida.ru;https://assortida.ru/;Отдых и туризм / Общественное питание;Фудмоллы, гастромаркеты;ежедневно, 09:00–21:00;;;;;;;;;;;64;3.7;11;55.644712;38.009166;Отдых и туризм/Общественное питание/Фудмолл гастромаркет;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;email;2026-04-13 07:37
182851535635;Мендон;Москва и Московская область;Москва и Московская область;Центральная ул., 33, корп. 10, д. Покровское;;;+7 (901) 774-18-94;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кафе, Фудмоллы, гастромаркеты;ежедневно, 10:00–22:00;наличными, оплата картой, QR-код, СБП, бесконтактная оплата;79017741894;;https://t.me/cafemendon;;;;;;;123;4.7;64;55.810596;37.025909;Отдых и туризм/Общественное питание/Фудмолл гастромаркет;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
173055691084;Bazaar;Москва и Московская область;Москва и Московская область;Московская область, городской округ Красногорск, М-9 Балтия, 26-й километр, 7А;;+7 (495) 801-67-29;;;https://www.baza-ar.ru/;Отдых и туризм / Общественное питание;Фудмоллы, гастромаркеты;ежедневно, 10:00–22:00;оплата картой, наличными;;;https://t.me/bazaar_foodhall_market;https://vk.com/bazaar_foodhall_market;;;;;;88;4.6;58;55.783503;37.239129;Отдых и туризм/Общественное питание/Фудмолл гастромаркет;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;telegram;2026-04-13 07:37
185808735562;Food & Go;Москва и Московская область;Москва и Московская область;Московская область, муниципальный округ Истра, территориальный отдел Обушковское;;;;;;Отдых и туризм / Общественное питание;Быстрое питание, Фудмоллы, гастромаркеты;ежедневно, 10:00–22:00;наличными, оплата картой, QR-код, СБП, оплата кредитной картой;;;;;;;;;;3;3.9;0;55.810275;37.023438;Отдых и туризм/Общественное питание/Фудмолл гастромаркет;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;;2026-04-13 07:37
78968405466;Чайхана;Москва и Московская область;Москва и Московская область;ул. Калинина, 2А, рабочий посёлок Новоивановское;143026;;+7 (966) 005-88-70;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кафе, Чайхана;ежедневно, 08:00–22:00;;;;;;;;;;;25;4.3;13;55.707897;37.364412;Отдых и туризм/Общественное питание/Чайхана;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:37
129821320700;Чайхана;Москва и Московская область;Москва и Московская область;Крымская ул., 1, п. г. т. Боброво;142718;;+7 (991) 575-80-00;;;Отдых и туризм / Общественное питание, Товары для дома и дачи / Продукты питания;Быстрое питание, Пекарни, Чайхана;ежедневно, 08:00–01:00;наличными, оплата картой;89312919191;;https://t.me/89312919191;;;;;;;19;4.1;12;55.538424;37.614055;Отдых и туризм/Общественное питание/Чайхана;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; whatsapp; mobile";2026-04-13 07:37
40722173649;Карвон;Москва и Московская область;Москва и Московская область;Московская область, городской округ Подольск, деревня Коледино, Промышленная улица;;;;;;Отдых и туризм / Общественное питание;Чайхана;ежедневно, круглосуточно;;;;;;;;;;;0;0.0;2;55.386684;37.591378;Отдых и туризм/Общественное питание/Чайхана;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;;2026-04-13 07:37
59303820424;Алибаба;Москва и Московская область;Москва и Московская область;Железнодорожная ул., 24, п. г. т. Нахабино;143430;;+7 (968) 824-71-77;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кальян-бары, Рестораны, Чайхана;ежедневно, круглосуточно;;;;https://t.me/Buxaraplovcentr;;;;;;;3;4.1;3;55.84211;37.186384;Отдых и туризм/Общественное питание/Чайхана;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;"telegram; mobile";2026-04-13 07:37
70673067713;Медина;Москва и Московская область;Москва и Московская область;ул. Энергетиков, 3А, п. г. т. Лесной Городок;143080;;+7 (958) 111-41-11;;;Отдых и туризм / Кафе, Отдых и туризм / Общественное питание;Кафе, Чайхана;ежедневно, круглосуточно;наличными, оплата картой, бесконтактная оплата, QR-код, оплата кредитной картой;;;;;;;;;;66;4.7;37;55.637479;37.223383;Отдых и туризм/Общественное питание/Чайхана;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:38
240167186725;TerAmo Pizza;Москва и Московская область;Москва и Московская область;;140050;;+7 (926) 700-34-44;;;Услуги / Доставка еды и напитков;Доставка еды;ежедневно, 11:00–21:00;наличными, оплата картой, банковским переводом, безналичная, онлайн, СБП;;;;https://vk.com/club198461855;;;;;;67;4.4;40;55.665279;37.977833;Услуги/Доставка еды и напитков/Доставка еды и обедов;False;;;;False;;;;;;False;;;False;;;False;;;;;;;;;False;;;;;;;;2;D;Холодный;4;mobile;2026-04-13 07:38
